0,1,2,3,4,5,6,7,8,9,alpha,k
0.992797118847539,0.99140708915145,0.9636576787807737,0.9540229885057471,0.9613466334164589,0.9544863459037711,0.9883177570093458,0.9728506787330317,0.9276485788113695,0.9601449275362319,0.0,1.0
0.9915966386554622,0.9924812030075187,0.9507620164126612,0.9632183908045977,0.970074812967581,0.9557867360208062,0.991822429906542,0.9683257918552036,0.9224806201550387,0.9637681159420289,0.0,5.0
0.992797118847539,0.9935553168635876,0.9495896834701055,0.960919540229885,0.9713216957605985,0.9570871261378413,0.991822429906542,0.9671945701357466,0.9108527131782945,0.9601449275362319,0.0,10.0
0.9879951980792316,0.9935553168635876,0.9273153575615475,0.9517241379310345,0.9488778054862843,0.9544863459037711,0.991822429906542,0.9570135746606335,0.8927648578811369,0.9541062801932367,0.0,25.0
0.9843937575030012,0.9935553168635876,0.9038686987104337,0.9413793103448276,0.9314214463840399,0.9453836150845254,0.9883177570093458,0.9445701357466063,0.8708010335917312,0.9420289855072463,0.0,50.0
0.9831932773109243,0.9935553168635876,0.8909730363423212,0.9379310344827586,0.9114713216957606,0.9271781534460338,0.9871495327102804,0.9377828054298643,0.8591731266149871,0.9408212560386473,0.0,75.0
0.9831932773109243,0.9957035445757251,0.8780773739742087,0.9229885057471264,0.9139650872817955,0.9219765929778934,0.985981308411215,0.9332579185520362,0.8449612403100775,0.9347826086956522,0.0,100.0
0.9699879951980792,0.9967776584317938,0.839390386869871,0.9091954022988505,0.885286783042394,0.8855656697009102,0.9742990654205608,0.919683257918552,0.8126614987080103,0.927536231884058,0.0,200.0
0.9531812725090036,0.9967776584317938,0.7561547479484173,0.8747126436781609,0.8229426433915212,0.823146944083225,0.955607476635514,0.8936651583710408,0.7661498708010336,0.9021739130434783,0.0,500.0
0.9339735894357744,0.9967776584317938,0.6729191090269636,0.8402298850574713,0.7605985037406484,0.7334200260078023,0.9228971962616822,0.8766968325791855,0.7183462532299741,0.8756038647342995,0.0,1000.0
0.9111644657863145,0.9989258861439313,0.5791324736225087,0.7793103448275862,0.6970074812967582,0.540962288686606,0.8656542056074766,0.8427601809954751,0.6369509043927648,0.8405797101449275,0.0,2000.0
0.8475390156062425,1.0,0.44196951934349354,0.5873563218390805,0.5935162094763092,0.2665799739921977,0.735981308411215,0.7861990950226244,0.46770025839793283,0.7608695652173914,0.0,5000.0
0.7563025210084033,1.0,0.28487690504103164,0.3505747126436782,0.48753117206982544,0.054616384915474644,0.5478971962616822,0.6866515837104072,0.28552971576227393,0.6038647342995169,0.0,10000.0
0.5258103241296519,0.9989258861439313,0.08323563892145369,0.09770114942528736,0.1970074812967581,0.0013003901170351106,0.2570093457943925,0.3902714932126697,0.08527131782945736,0.18840579710144928,0.0,20000.0
